i,log2_a_plus_1,log2_q
1100,6.507795,2036.448892
1101,1.000000,2036.464715
1102,1.000000,2037.456825
1103,1.000000,2038.044422
1104,1.584963,2039.458802
1105,1.584963,2040.706833
1106,2.584963,2043.145398
1107,1.000000,2043.389636
1108,1.000000,2044.272679
1109,2.584963,2046.743144
1110,1.000000,2046.982460
1111,1.584963,2048.491977
1112,1.000000,2048.926249
1113,1.000000,2049.725392
1114,1.584963,2051.089791
1115,3.169925,2054.158186
1116,1.000000,2054.320670
1117,1.000000,2055.241714
1118,1.000000,2055.853478
1119,1.000000,2056.579783
1120,1.000000,2057.261862
1121,3.807355,2061.029863
1122,1.000000,2061.132056
1123,2.000000,2063.107178
1124,1.584963,2064.279888
1125,2.321928,2066.431613
1126,5.614710,2072.023324
1127,1.000000,2072.052934
1128,6.672425,2078.725072
1129,1.584963,2079.732128
1130,1.000000,2080.314742
1131,1.000000,2081.052648
1132,3.000000,2083.978573
1133,6.894818,2090.862824
1134,2.000000,2092.451851
1135,2.321928,2094.567016
1136,1.000000,2094.866635
1137,2.321928,2097.133412
1138,1.584963,2098.276017
1139,1.000000,2098.814993
1140,3.906891,2102.691585
1141,1.000000,2102.786607
1142,2.000000,2104.763431
1143,1.000000,2105.090024
1144,1.584963,2106.574120
1145,2.000000,2108.321495
1146,2.584963,2110.726901
1147,1.000000,2110.976353
1148,4.584963,2115.551739
1149,1.000000,2115.611017
1150,6.169925,2121.780135
1151,1.000000,2121.800046
1152,2.000000,2123.795094
1153,1.584963,2124.965570
1154,2.000000,2126.749770
1155,1.000000,2127.117518
1156,4.000000,2131.097085
1157,1.000000,2131.185758
1158,1.000000,2132.142103
1159,1.000000,2132.741764
1160,2.000000,2134.613572
1161,1.584963,2135.798316
1162,2.321928,2137.948844
1163,2.807355,2140.586972
1164,1.000000,2140.801888
1165,1.000000,2141.698428
1166,2.000000,2143.521025
1167,1.000000,2143.880222
1168,1.000000,2144.711774
1169,2.000000,2146.544430
1170,3.700440,2150.162757
1171,2.321928,2152.191831
1172,2.000000,2153.890055
1173,1.000000,2154.277600
1174,2.000000,2156.190031
1175,1.000000,2156.529903
1176,1.584963,2158.010226
1177,5.357552,2163.345023
1178,1.584963,2164.362787
1179,1.000000,2164.941852
1180,1.000000,2165.681180
1181,2.584963,2168.166354
1182,2.000000,2169.834746
1183,1.000000,2170.229374
1184,1.584963,2171.694401
1185,4.169925,2175.812281
1186,2.000000,2177.424679
1187,1.584963,2178.643184
1188,3.459432,2182.025814
1189,4.954196,2186.937308
1190,1.000000,2186.984465
1191,2.000000,2188.972819
1192,1.000000,2189.297084
1193,1.000000,2190.144043
1194,5.554589,2195.684937
1195,1.000000,2195.715597
1196,1.584963,2197.290412
1197,2.000000,2199.028395
1198,1.000000,2199.406672
1199,2.000000,2201.320990
1200,1.000000,2201.660467
1201,1.000000,2202.500691
1202,2.000000,2204.331983
1203,1.000000,2204.689268
1204,1.000000,2205.521657
1205,1.000000,2206.164681
1206,4.087463,2210.221296
1207,1.000000,2210.305490
1208,1.000000,2211.264007
1209,4.247928,2215.474597
1210,1.000000,2215.550488
1211,1.584963,2217.110595
1212,3.700440,2220.735763
1213,2.584963,2223.080888
1214,1.584963,2224.216298
1215,1.584963,2225.512141
1216,5.930737,2231.428792
1217,1.000000,2231.452480
1218,1.584963,2233.029590
1219,3.321928,2236.252263
1220,2.321928,2238.290391
1221,1.000000,2238.604774
1222,1.000000,2239.456129
1223,1.000000,2240.092360
1224,1.584963,2241.494750
1225,1.584963,2242.744682
1226,1.584963,2244.019968
1227,4.321928,2248.298930
1228,3.000000,2251.116863
1229,4.000000,2255.037329
1230,1.000000,2255.129594
1231,1.584963,2256.684452
1232,4.700440,2261.347817
1233,1.000000,2261.403655
1234,1.584963,2262.970244
1235,4.000000,2266.909246
1236,1.000000,2267.000369
1237,2.000000,2268.978122
1238,4.169925,2273.086971
1239,1.000000,2273.168254
1240,1.000000,2274.128185
1241,1.584963,2275.458216
1242,2.584963,2277.890577
1243,4.321928,2282.152503
1244,1.584963,2283.189621
1245,1.000000,2283.762317
1246,1.000000,2284.504201
1247,1.000000,2285.180431
1248,3.000000,2288.111319
1249,2.000000,2289.758004
1250,3.321928,2292.978237
1251,2.807355,2295.588773
1252,3.459432,2298.934132
1253,2.000000,2300.565650
1254,1.584963,2301.781483
1255,1.000000,2302.298027
1256,4.643856,2306.924411
1257,1.000000,2306.981670
1258,1.584963,2308.547797
1259,1.584963,2309.772896
1260,1.000000,2310.286658
1261,1.000000,2311.052527
1262,2.807355,2313.772389
1263,1.000000,2313.976265
1264,1.584963,2315.496418
1265,1.000000,2315.927933
1266,1.000000,2316.728249
1267,1.000000,2317.382889
1268,2.321928,2319.595531
1269,2.000000,2321.280682
1270,1.584963,2322.489181
1271,1.584963,2323.771750
1272,1.000000,2324.268532
1273,1.000000,2325.041419
1274,1.000000,2325.706125
1275,1.000000,2326.411720
1276,3.000000,2329.340221
1277,1.000000,2329.518268
1278,2.584963,2332.075040
1279,1.000000,2332.301494
1280,1.584963,2333.814850
1281,1.000000,2334.248125
1282,6.209453,2340.452512
1283,1.000000,2340.471945
1284,7.330917,2347.802742
1285,1.000000,2347.811676
1286,1.584963,2349.393666
1287,1.000000,2349.809447
1288,8.829723,2358.638376
1289,1.000000,2358.641545
1290,1.584963,2360.225452
1291,2.584963,2362.640555
1292,1.584963,2363.769833
1293,2.321928,2365.925953
1294,1.584963,2367.079342
1295,1.000000,2367.614965
1296,2.321928,2369.844510
1297,1.000000,2370.123358
1298,1.000000,2370.990661
1299,1.000000,2371.621225
1300,1.000000,2372.340123
1301,2.321928,2374.544126
1302,1.584963,2375.692757
1303,5.857981,2381.537019
1304,1.000000,2381.561915
1305,1.584963,2383.138626
1306,2.000000,2384.876419
1307,2.000000,2386.598810
1308,2.321928,2388.704168
1309,1.000000,2389.005631
1310,2.000000,2390.935963
1311,2.000000,2392.641883
1312,3.000000,2395.511069
1313,2.807355,2398.128570
1314,2.584963,2400.496766
1315,1.000000,2400.752191
1316,1.000000,2401.630124
1317,1.000000,2402.256934
1318,2.000000,2404.123884
1319,4.087463,2408.148394
1320,1.584963,2409.192052
1321,4.700440,2413.863634
1322,1.000000,2413.919161
1323,1.000000,2414.891664
1324,2.807355,2417.594238
1325,1.000000,2417.800404
1326,1.000000,2418.701001
1327,2.321928,2420.882315
1328,2.321928,2422.959720
1329,3.459432,2426.315433
1330,1.000000,2426.449898
1331,1.584963,2427.991416
1332,2.000000,2429.732786
1333,1.000000,2430.110282
1334,1.000000,2430.933846
1335,1.000000,2431.580049
1336,2.321928,2433.793851
1337,3.000000,2436.644963
1338,1.000000,2436.832211
1339,1.000000,2437.741623
1340,1.000000,2438.357417
1341,2.807355,2441.091329
1342,1.584963,2442.195879
1343,1.000000,2442.746827
1344,2.000000,2444.627540
1345,1.000000,2444.974128
1346,2.321928,2447.233081
1347,1.000000,2447.506804
1348,1.000000,2448.376425
1349,2.000000,2450.203142
1350,4.087463,2454.228340
1351,1.000000,2454.314333
1352,1.000000,2455.271977
1353,3.169925,2458.361966
1354,2.807355,2460.974894
1355,1.000000,2461.193325
1356,2.321928,2463.474133
1357,3.321928,2466.676673
1358,5.321928,2471.966088
1359,3.700440,2475.554121
1360,2.000000,2477.178529
1361,3.000000,2480.051229
1362,1.584963,2481.146499
1363,2.000000,2482.940623
1364,2.321928,2485.041045
1365,1.584963,2486.200151
1366,1.000000,2486.734003
1367,1.000000,2487.491630
1368,1.584963,2488.865400
1369,3.000000,2491.750170
1370,1.000000,2491.933363
1371,1.000000,2492.844672
1372,2.807355,2495.552131
1373,7.055282,2502.598198
1374,3.807355,2506.299477
1375,1.584963,2507.353894
1376,1.000000,2507.920944
1377,3.584963,2511.466294
1378,2.321928,2513.496861
1379,1.000000,2513.812727
1380,2.807355,2516.578977
1381,1.000000,2516.776824
1382,2.584963,2519.330640
1383,1.000000,2519.557523
1384,1.000000,2520.448537
1385,7.129283,2527.573064
1386,1.000000,2527.583366
1387,2.321928,2529.903239
1388,1.584963,2531.040930
1389,1.000000,2531.581440
1390,5.491853,2537.063240
1391,1.000000,2537.095168
1392,2.000000,2539.087252
1393,5.700440,2544.766771
1394,8.527477,2553.290410
1395,5.392317,2558.648057
1396,1.000000,2558.682820
1397,4.247928,2562.928939
1398,1.584963,2563.966460
1399,2.584963,2566.422521
1400,3.321928,2569.621367
1401,2.000000,2571.257774
1402,1.584963,2572.472929
1403,4.392317,2576.825597
1404,1.000000,2576.894538
1405,1.000000,2577.860479
1406,1.000000,2578.456884
1407,1.000000,2579.189284
1408,3.807355,2582.955020
1409,1.000000,2583.057368
1410,2.000000,2585.032454
1411,1.000000,2585.359399
1412,3.169925,2588.496447
1413,1.584963,2589.576199
1414,1.000000,2590.135064
1415,4.392317,2594.505148
1416,2.000000,2596.113180
1417,3.169925,2599.171158
1418,1.000000,2599.334755
1419,1.000000,2600.255274
1420,2.584963,2602.722115
1421,2.000000,2604.391544
1422,1.584963,2605.602168
1423,1.000000,2606.120282
1424,3.169925,2609.241013
1425,1.584963,2610.321647
1426,1.000000,2610.880229
1427,3.807355,2614.654117
1428,1.000000,2614.755908
1429,5.000000,2619.752833
1430,1.000000,2619.797321
1431,1.000000,2620.775248
1432,2.000000,2622.585777
1433,1.000000,2622.947643
1434,1.000000,2623.778026
1435,3.000000,2626.696866
1436,1.584963,2627.789232
1437,3.584963,2631.308898
1438,2.000000,2632.935193
1439,1.000000,2633.340008
1440,1.584963,2634.802235
1441,1.000000,2635.248949
1442,1.000000,2636.042813
1443,2.000000,2637.881482
1444,2.000000,2639.594993
1445,1.584963,2640.799708
1446,1.000000,2641.319607
1447,6.426265,2647.740787
1448,1.584963,2648.749180
1449,1.000000,2649.331350
1450,1.000000,2650.069433
1451,1.000000,2650.747086
1452,5.044394,2655.775000
1453,1.000000,2655.818556
1454,1.000000,2656.796942
1455,1.000000,2657.389145
1456,1.000000,2658.123219
1457,1.000000,2658.802376
1458,1.584963,2660.194435
1459,1.584963,2661.446015
1460,1.000000,2661.951894
1461,2.000000,2663.841068
1462,1.584963,2665.023736
1463,5.087463,2670.087262
1464,2.584963,2672.417793
1465,1.000000,2672.679397
1466,3.169925,2675.822490
1467,1.000000,2675.977199
1468,1.584963,2677.512413
1469,1.000000,2677.940049
1470,2.000000,2679.844429
1471,1.584963,2681.025297
1472,3.169925,2684.102725
1473,2.000000,2685.743563
1474,3.584963,2689.244450
1475,1.584963,2690.306803
1476,2.000000,2692.105414
1477,1.000000,2692.469931
1478,7.584963,2700.053215
1479,1.584963,2701.056972
1480,1.584963,2702.378149
1481,2.321928,2704.515721
1482,2.000000,2706.206032
1483,2.000000,2707.932802
1484,2.000000,2709.656198
1485,3.700440,2713.277117
1486,2.584963,2715.622309
1487,1.000000,2715.881492
1488,2.584963,2718.426364
1489,1.584963,2719.544965
1490,4.906891,2724.425677
1491,1.000000,2724.473834
1492,3.459432,2727.928954
1493,1.000000,2728.054844
1494,1.584963,2729.599052
1495,1.584963,2730.827337
1496,7.238405,2738.060255
1497,1.584963,2739.065043
1498,5.000000,2744.042247
1499,2.000000,2745.642397
1500,2.000000,2747.377851
1501,1.000000,2747.756711
1502,1.000000,2748.579682
1503,1.000000,2749.226100
1504,3.700440,2752.885895
1505,1.584963,2753.941868
1506,1.000000,2754.508413
1507,1.000000,2755.252774
1508,1.000000,2755.928077
1509,2.321928,2758.137905
1510,1.000000,2758.420238
1511,1.000000,2759.285967
1512,2.807355,2761.997191
1513,1.000000,2762.202208
1514,1.000000,2763.103338
1515,1.584963,2764.445590
1516,1.000000,2764.925239
1517,1.584963,2766.367335
1518,1.000000,2766.819437
1519,9.154818,2775.973574
1520,1.000000,2775.976104
1521,4.392317,2780.368301
1522,1.000000,2780.435421
1523,2.584963,2783.009411
1524,1.000000,2783.233376
1525,1.584963,2784.747478
1526,2.000000,2786.491688
1527,1.000000,2786.868531
1528,2.000000,2788.783142
1529,1.000000,2789.122557
1530,1.000000,2789.962808
1531,1.000000,2790.603009
1532,1.000000,2791.318132
1533,1.000000,2792.004434
1534,2.000000,2793.860999
1535,1.584963,2795.047584
1536,3.459432,2798.431543
1537,1.000000,2798.563516
1538,1.584963,2800.105815
1539,1.000000,2800.531637
1540,2.321928,2802.777867
1541,1.000000,2803.053797
1542,1.000000,2803.922419
1543,1.584963,2805.271597
1544,3.321928,2808.503109
1545,3.906891,2812.321394
1546,1.000000,2812.420204
1547,1.000000,2813.371644
1548,2.584963,2815.835559
1549,2.584963,2818.208860
1550,3.700440,2821.816842
1551,1.000000,2821.930561
1552,2.000000,2823.902961
1553,2.000000,2825.605542
1554,2.000000,2827.331168
1555,2.000000,2829.054669
1556,2.321928,2831.159949
1557,1.584963,2832.318548
1558,1.584963,2833.610121
1559,1.584963,2834.878259
1560,1.000000,2835.379260
1561,1.584963,2836.815751
1562,3.000000,2839.697310
1563,2.000000,2841.346096
1564,1.000000,2841.745440
1565,1.000000,2842.559542
1566,1.584963,2843.920615
1567,1.000000,2844.394966
1568,1.000000,2845.177199
1569,1.584963,2846.545389
1570,5.491853,2852.017467
1571,1.000000,2852.049609
1572,1.584963,2853.623937
1573,1.000000,2854.041640
1574,1.000000,2854.847853
1575,1.000000,2855.500345
1576,4.000000,2859.467161
1577,1.000000,2859.556597
1578,4.321928,2863.874183
1579,1.584963,2864.909913
1580,1.000000,2865.483063
1581,2.000000,2867.359687
1582,1.000000,2867.707149
1583,1.000000,2868.543854
1584,1.000000,2869.185327
1585,1.000000,2869.899953
1586,4.754888,2874.633815
1587,1.000000,2874.687039
1588,1.584963,2876.254477
1589,1.000000,2876.673916
1590,3.584963,2880.228224
1591,1.000000,2880.346083
1592,1.000000,2881.288356
1593,2.584963,2883.753132
1594,1.000000,2883.993320
1595,1.584963,2885.502577
1596,3.906891,2889.345686
1597,1.000000,2889.442866
1598,2.000000,2891.419177
1599,1.000000,2891.745874
1600,1.584963,2893.229940
1601,1.000000,2893.670871
1602,4.392317,2898.044983
1603,2.000000,2899.652952
1604,3.321928,2902.874529
1605,1.584963,2903.949858
1606,1.000000,2904.510145
1607,1.584963,2905.931391
1608,2.584963,2908.357224
1609,1.000000,2908.603452
1610,1.000000,2909.485585
1611,1.584963,2910.831869
1612,1.000000,2911.310379
1613,2.321928,2913.548468
1614,1.000000,2913.825819
1615,1.584963,2915.324123
1616,2.000000,2917.069993
1617,1.000000,2917.446454
1618,4.321928,2921.751719
1619,2.321928,2923.769848
1620,1.000000,2924.088168
1621,1.000000,2924.937770
1622,1.000000,2925.574627
1623,1.000000,2926.291058
1624,1.584963,2927.674334
1625,3.906891,2931.520662
1626,1.584963,2932.569961
1627,1.000000,2933.138677
1628,1.584963,2934.557794
1629,2.584963,2936.983774
1630,1.000000,2937.229979
1631,5.357552,2942.582000
1632,2.584963,2944.910976
1633,2.321928,2946.981030
1634,1.000000,2947.289217
1635,1.000000,2948.143337
1636,2.321928,2950.330219
1637,1.000000,2950.616657
1638,1.000000,2951.480535
1639,2.000000,2953.308140
1640,3.000000,2956.172422
1641,1.000000,2956.358073
1642,3.169925,2959.508511
1643,3.584963,2962.982638
1644,1.000000,2963.106950
1645,1.000000,2964.046133
1646,1.584963,2965.380431
1647,2.000000,2967.144516
1648,4.459432,2971.556919
1649,1.584963,2972.590403
1650,1.000000,2973.164290
1651,1.584963,2974.582104
1652,1.000000,2975.040779
1653,1.584963,2976.488440
1654,2.000000,2978.239739
1655,1.000000,2978.614955
1656,2.321928,2980.869244
1657,2.000000,2982.551638
1658,2.807355,2985.209635
1659,3.700440,2988.813522
1660,2.000000,2990.437504
1661,1.584963,2991.654386
1662,1.000000,2992.170615
1663,2.000000,2994.057827
1664,1.000000,2994.403029
1665,2.000000,2996.324160
1666,3.321928,2999.535803
1667,1.000000,2999.683688
1668,1.000000,3000.611639
1669,2.000000,3002.429510
1670,3.700440,3006.048176
1671,2.321928,3008.077243
1672,2.000000,3009.775468
1673,2.807355,3012.432688
1674,3.700440,3016.036584
1675,1.000000,3016.150614
1676,3.459432,3019.600044
1677,1.584963,3020.664610
1678,2.000000,3022.462917
1679,1.000000,3022.827502
1680,1.584963,3024.300869
1681,1.584963,3025.539742
1682,1.000000,3026.049391
1683,1.000000,3026.816956
1684,2.321928,3029.014635
1685,1.000000,3029.299135
1686,2.584963,3031.840408
1687,1.000000,3032.069124
1688,2.321928,3034.348118
1689,3.584963,3037.834323
1690,3.169925,3040.850326
1691,1.584963,3041.936853
1692,1.000000,3042.493546
1693,1.000000,3043.241886
1694,2.000000,3045.087993
1695,1.000000,3045.442041
1696,1.000000,3046.275851
1697,2.000000,3048.108152
1698,1.584963,3049.297702
1699,4.247928,3053.502347
1700,1.000000,3053.578542
1701,1.000000,3054.540948
1702,2.584963,3057.003838
1703,1.000000,3057.244314
1704,1.584963,3058.753486
1705,1.584963,3059.986952
1706,2.584963,3062.426654
1707,1.000000,3062.670715
1708,1.584963,3064.178822
1709,4.247928,3068.376653
1710,3.000000,3071.195195
1711,2.000000,3072.846765
1712,3.000000,3075.718273
1713,4.169925,3079.817285
1714,1.584963,3080.858777
1715,4.954196,3085.788844
1716,1.584963,3086.812313
1717,5.087463,3091.878055
1718,1.000000,3091.920500
1719,4.321928,3096.240336
1720,1.584963,3097.276011
1721,1.584963,3098.590874
1722,1.584963,3099.855088
1723,1.584963,3101.127903
1724,1.584963,3102.399240
1725,2.000000,3104.170820
1726,1.000000,3104.541417
