n,m,Q_rational,Lambda_value,sign
6,2946,1,+7.9882035970,+
6,2952,-1,-7.9902381857,-
6,2958,1,+7.9922686433,+
6,2964,1,+7.9942949864,+
6,2970,1,+7.9963172318,+
6,2976,1,+7.9983353960,+
6,2982,1,+8.0003494953,+
6,2988,0,+0.0000000000,0
6,2994,1,+8.0043655650,+
6,3000,1,+8.0063675677,+
6,3006,1,+8.0083655703,+
6,3012,1,+8.0103595889,+
6,3018,1,+8.0123496393,+
6,3024,-2,-16.0286714746,-
6,3030,1,+8.0163178985,+
6,3036,1,+8.0182961385,+
6,3042,1,+8.0202704728,+
6,3048,1,+8.0222409168,+
6,3054,1,+8.0242074858,+
6,3060,-1,-8.0261701949,-
6,3066,1,+8.0281290594,+
6,3072,1,+8.0300840943,+
6,3078,1,+8.0320353144,+
6,3084,1,+8.0339827347,+
6,3090,1,+8.0359263699,+
6,3096,-1,-8.0378662347,-
6,3102,1,+8.0398023437,+
6,3108,1,+8.0417347115,+
6,3114,1,+8.0436633524,+
6,3120,1,+8.0455882808,+
6,3126,1,+8.0475095110,+
6,3132,-1,-8.0494270571,-
6,3138,1,+8.0513409333,+
6,3144,1,+8.0532511535,+
6,3150,1,+8.0551577318,+
6,3156,1,+8.0570606820,+
6,3162,1,+8.0589600178,+
6,3168,-3,-24.1825672588,-
6,3174,1,+8.0627479011,+
6,3180,1,+8.0646364758,+
6,3186,1,+8.0665214905,+
6,3192,1,+8.0684029586,+
6,3198,1,+8.0702808934,+
6,3204,0,+0.0000000000,0
6,3210,1,+8.0740262161,+
6,3216,1,+8.0758936303,+
6,3222,1,+8.0777575637,+
6,3228,1,+8.0796180294,+
6,3234,1,+8.0814750401,+
6,3240,-2,-16.1666572176,-
6,3246,1,+8.0851787481,+
6,3252,1,+8.0870254707,+
6,3258,1,+8.0888687892,+
6,3264,1,+8.0907087161,+
6,3270,1,+8.0925452639,+
6,3276,-1,-8.0943784450,-
6,3282,1,+8.0962082717,+
6,3288,1,+8.0980347562,+
6,3294,1,+8.0998579107,+
6,3300,1,+8.1016777475,+
6,3306,1,+8.1034942784,+
6,3312,-2,-16.2106150310,-
6,3318,1,+8.1071174708,+
6,3324,1,+8.1089241560,+
6,3330,1,+8.1107275830,+
6,3336,1,+8.1125277635,+
6,3342,1,+8.1143247092,+
6,3348,-1,-8.1161184316,-
6,3354,1,+8.1179089424,+
6,3360,1,+8.1196962530,+
6,3366,1,+8.1214803748,+
6,3372,1,+8.1232613191,+
6,3378,1,+8.1250390974,+
6,3384,-1,-8.1268137207,-
6,3390,1,+8.1285852004,+
6,3396,1,+8.1303535474,+
6,3402,1,+8.1321187730,+
6,3408,1,+8.1338808879,+
6,3414,1,+8.1356399034,+
6,3420,-1,-8.1373958301,-
6,3426,1,+8.1391486789,+
6,3432,1,+8.1408984606,+
6,3438,1,+8.1426451859,+
6,3444,1,+8.1443888655,+
6,3450,1,+8.1461295100,+
6,3456,0,+0.0000000000,0
6,3462,1,+8.1496017357,+
6,3468,1,+8.1513333379,+
6,3474,1,+8.1530619468,+
6,3480,1,+8.1547875728,+
6,3486,1,+8.1565102261,+
6,3492,0,+0.0000000000,0
6,3498,1,+8.1599466556,+
6,3504,1,+8.1616604521,+
6,3510,1,+8.1633713165,+
6,3516,1,+8.1650792588,+
6,3522,1,+8.1667842891,+
6,3528,-2,-16.3369728343,-
6,3534,1,+8.1701856529,+
6,3540,1,+8.1718820061,+
6,3546,1,+8.1735754866,+
6,3552,1,+8.1752661041,+
6,3558,1,+8.1769538682,+
6,3564,-2,-16.3572775772,-
6,3570,1,+8.1803208748,+
6,3576,1,+8.1820001363,+
6,3582,1,+8.1836765826,+
6,3588,1,+8.1853502232,+
6,3594,1,+8.1870210673,+
6,3600,-7/2,-28.6604119356,-
6,3606,1,+8.1903544038,+
6,3612,1,+8.1920169145,+
6,3618,1,+8.1936766660,+
6,3624,1,+8.1953336672,+
6,3630,1,+8.1969879273,+
6,3636,0,+0.0000000000,0
6,3642,1,+8.2002882603,+
6,3648,1,+8.2019343512,+
6,3654,1,+8.2035777369,+
6,3660,1,+8.2052184264,+
6,3666,1,+8.2068564284,+
6,3672,-2,-16.4169835035,-
6,3678,1,+8.2101244052,+
6,3684,1,+8.2117543974,+
6,3690,1,+8.2133817370,+
6,3696,1,+8.2150064328,+
6,3702,1,+8.2166284931,+
6,3708,0,+0.0000000000,0
6,3714,1,+8.2198647419,+
6,3720,1,+8.2214789473,+
6,3726,1,+8.2230905512,+
6,3732,1,+8.2246995620,+
6,3738,1,+8.2263059880,+
6,3744,-3,-24.6837295128,-
6,3750,1,+8.2295111190,+
6,3756,1,+8.2311098403,+
6,3762,1,+8.2327060099,+
6,3768,1,+8.2342996357,+
6,3774,1,+8.2358907259,+
6,3780,-3,-24.7124378658,-
6,3786,1,+8.2390653318,+
6,3792,1,+8.2406488634,+
6,3798,1,+8.2422298914,+
6,3804,1,+8.2438084237,+
6,3810,1,+8.2453844681,+
6,3816,-1,-8.2469580326,-
6,3822,1,+8.2485291248,+
6,3828,1,+8.2500977526,+
6,3834,1,+8.2516639236,+
6,3840,1,+8.2532276456,+
6,3846,1,+8.2547889261,+
6,3852,0,+0.0000000000,0
6,3858,1,+8.2579041935,+
6,3864,1,+8.2594581953,+
6,3870,1,+8.2610097860,+
6,3876,1,+8.2625589730,+
6,3882,1,+8.2641057637,+
6,3888,0,+0.0000000000,0
6,3894,1,+8.2671921859,+
6,3900,1,+8.2687318321,+
6,3906,1,+8.2702691114,+
6,3912,1,+8.2718040312,+
6,3918,1,+8.2733365985,+
6,3924,0,+0.0000000000,0
6,3930,1,+8.2763947049,+
6,3936,1,+8.2779202582,+
6,3942,1,+8.2794434877,+
6,3948,1,+8.2809644006,+
6,3954,1,+8.2824830037,+
6,3960,-3,-24.8519979127,-
6,3966,1,+8.2855133091,+
6,3972,1,+8.2870250252,+
6,3978,1,+8.2885344594,+
6,3984,1,+8.2900416187,+
6,3990,1,+8.2915465099,+
6,3996,-1,-8.2930491398,-
6,4002,1,+8.2945495151,+
6,4008,1,+8.2960476428,+
6,4014,1,+8.2975435294,+
6,4020,1,+8.2990371816,+
6,4026,1,+8.3005286062,+
6,4032,-4,-33.2080712390,-
6,4038,1,+8.3035047989,+
6,4044,1,+8.3049895801,+
6,4050,1,+8.3064721601,+
6,4056,1,+8.3079525453,+
6,4062,1,+8.3094307421,+
6,4068,0,+0.0000000000,0
6,4074,1,+8.3123805968,+
6,4080,1,+8.3138522674,+
6,4086,1,+8.3153217754,+
6,4092,1,+8.3167891271,+
6,4098,1,+8.3182543288,+
6,4104,-2,-16.6394347737,-
6,4110,1,+8.3211783075,+
6,4116,1,+8.3226370970,+
6,4122,1,+8.3240937615,+
6,4128,1,+8.3255483072,+
6,4134,1,+8.3270007402,+
6,4140,-1,-8.3284510668,-
6,4146,1,+8.3298992930,+
6,4152,1,+8.3313454248,+
6,4158,1,+8.3327894684,+
6,4164,1,+8.3342314297,+
6,4170,1,+8.3356713148,+
6,4176,-2,-16.6742182591,-
6,4182,1,+8.3385448800,+
6,4188,1,+8.3399785720,+
6,4194,1,+8.3414102115,+
6,4200,1,+8.3428398043,+
6,4206,1,+8.3442673563,+
6,4212,-2,-16.6913857465,-
6,4218,1,+8.3471163610,+
6,4224,1,+8.3485378254,+
6,4230,1,+8.3499572720,+
6,4236,1,+8.3513747067,+
6,4242,1,+8.3527901351,+
6,4248,-1,-8.3542035629,-
6,4254,1,+8.3556149958,+
6,4260,1,+8.3570244393,+
6,4266,1,+8.3584318990,+
6,4272,1,+8.3598373806,+
6,4278,1,+8.3612408896,+
6,4284,-1,-8.3626424316,-
6,4290,1,+8.3640420119,+
6,4296,1,+8.3654396362,+
6,4302,1,+8.3668353098,+
6,4308,1,+8.3682290383,+
6,4314,1,+8.3696208269,+
6,4320,-1,-8.3710106812,-
6,4326,1,+8.3723986065,+
6,4332,1,+8.3737846081,+
6,4338,1,+8.3751686914,+
6,4344,1,+8.3765508616,+
6,4350,1,+8.3779311241,+
6,4356,-1/2,-4.1896547420,-
6,4362,1,+8.3806859468,+
6,4368,1,+8.3820605174,+
6,4374,1,+8.3834332012,+
6,4380,1,+8.3848040034,+
6,4386,1,+8.3861729290,+
6,4392,-1,-8.3875399832,-
6,4398,1,+8.3889051711,+
6,4404,1,+8.3902684978,+
6,4410,1,+8.3916299684,+
6,4416,1,+8.3929895880,+
6,4422,1,+8.3943473614,+
6,4428,-1,-8.3957032938,-
6,4434,1,+8.3970573902,+
6,4440,1,+8.3984096554,+
6,4446,1,+8.3997600945,+
6,4452,1,+8.4011087124,+
6,4458,1,+8.4024555139,+
6,4464,-2,-16.8076010081,-
6,4470,1,+8.4051436876,+
6,4476,1,+8.4064850694,+
6,4482,1,+8.4078246544,+
6,4488,1,+8.4091624472,+
6,4494,1,+8.4104984527,+
6,4500,-1,-8.4118326758,-
6,4506,1,+8.4131651210,+
6,4512,1,+8.4144957932,+
6,4518,1,+8.4158246970,+
6,4524,1,+8.4171518372,+
6,4530,1,+8.4184772185,+
6,4536,-2,-16.8396016908,-
6,4542,1,+8.4211227227,+
6,4548,1,+8.4224428549,+
6,4554,1,+8.4237612466,+
6,4560,1,+8.4250779025,+
6,4566,1,+8.4263928271,+
6,4572,0,+0.0000000000,0
6,4578,1,+8.4290175005,+
6,4584,1,+8.4303272584,+
6,4590,1,+8.4316353031,+
6,4596,1,+8.4329416390,+
6,4602,1,+8.4342462706,+
6,4608,-3,-25.3066476071,-
6,4614,1,+8.4368504387,+
6,4620,1,+8.4381499841,+
6,4626,1,+8.4394478428,+
6,4632,1,+8.4407440193,+
6,4638,1,+8.4420385178,+
6,4644,-1,-8.4433313428,-
6,4650,1,+8.4446224986,+
6,4656,1,+8.4459119894,+
6,4662,1,+8.4471998196,+
6,4668,1,+8.4484859934,+
6,4674,1,+8.4497705151,+
6,4680,-3,-25.3531601667,-
6,4686,1,+8.4523346191,+
6,4692,1,+8.4536142098,+
6,4698,1,+8.4548921652,+
6,4704,1,+8.4561684896,+
6,4710,1,+8.4574431870,+
6,4716,0,+0.0000000000,0
6,4722,1,+8.4599877176,+
6,4728,1,+8.4612575591,+
6,4734,1,+8.4625257901,+
6,4740,1,+8.4637924147,+
6,4746,1,+8.4650574370,+
6,4752,-2,-16.9326417221,-
6,4758,1,+8.4675826909,+
6,4764,1,+8.4688429305,+
6,4770,1,+8.4701015839,+
6,4776,1,+8.4713586551,+
6,4782,1,+8.4726141480,+
6,4788,-1,-8.4738680667,-
6,4794,1,+8.4751204150,+
6,4800,1,+8.4763711969,+
6,4806,1,+8.4776204163,+
6,4812,1,+8.4788680771,+
6,4818,1,+8.4801141832,+
6,4824,-1,-8.4813587384,-
6,4830,1,+8.4826017466,+
6,4836,1,+8.4838432117,+
6,4842,1,+8.4850831375,+
6,4848,1,+8.4863215277,+
